IdP,Nazwa,X,Y,Szkola,Praca,Zakupy,Rozrywka,Restauracje,Spotkania,Zdrowie,Kultura,Osiedle
541,Park Tysiąclecia,,,,,,,,,,,
542,Park Wschodni,,,,,,,,,,,
543,Park Zachodni,,,,,,,,,,,
544,Partynice (Tor Wyścigów Konnych),,,,,,,,,,,
545,Partyzantów,,,,,,,,,,,
546,Pasikurowice - Energetyczna,,,,,,,,,,,
547,Pasikurowice - Cmentarz,,,,,,,,,,,
548,Pasikurowice - N/Ż,,,,,,,,,,,
549,Pasikurowice - Skrzy. Malinowa,,,,,,,,,,,
550,Paulińska,,,,,,,,,,,
551,Pawłowice,,,,,,,,,,,
552,Pawłowicka,,,,,,,,,,,
553,Pereca,,,,,,,,,,,
554,Perzowa,,,,,,,,,,,
555,Pełczyńska (Stacja Kolejowa),,,,,,,,,,,
556,Piastowska,,,,,,,,,,,
557,Piecowice,,,,,,,,,,,
558,Pietrzykowice,,,,,,,,,,,
559,Pietrzykowice - Sportowa/Główna,,,,,,,,,,,
560,Pietrzykowice - Sportowa/Pętla,,,,,,,,,,,
561,Pietrzykowice - Wrocławska/Stawowa,,,,,,,,,,,
562,Pilczycka (Anima),,,,,,,,,,,
563,Piołunowa,,,,,,,,,,,
564,Piramowicza (Kampus Biskupin),,,,,,,,,,,
565,Pisarzowice - Graniczna,,,,,,,,,,,
566,Pisarzowice - Kolejowa,,,,,,,,,,,
567,Pisarzowice - Odrzańska,,,,,,,,,,,
568,Pisarzowice - Szkolna,,,,,,,,,,,
569,Piwnika-Ponurego,,,,,,,,,,,
570,Piłsudskiego,,,,,,,,,,,
571,Pl. Hirszfelda,51.09432347670563,17.01703267874251,,,,,,,,,
572,Poczta Główna,,,,,,,,,,,
573,Pola,,,,,,,,,,,
574,Poleska,,,,,,,,,,,
575,Polkowicka,,,,,,,,,,,
576,Pomorska,,,,,,,,,,,
577,Poprzeczna,,,,,,,,,,,
578,Port Popowice,,,,,,,,,,,
579,Połabian,,,,,,,,,,,
580,Poświęcka,,,,,,,,,,,
581,Prudnicka,,,,,,,,,,,
582,Prusa,51.119829577762985,17.056552523078057,,,,,,,,,
583,Pruszowice,,,,,,,,,,,
584,Pruszowice - Las,,,,,,,,,,,
585,Przebiśniegowa,,,,,,,,,,,
586,Przedwiośnie (Stacja Kolejowa),,,,,,,,,,,
587,Przybyszewskiego,,,,,,,,,,,
588,Przybyły,,,,,,,,,,,
589,Przyjaźni,,,,,,,,,,,
590,Przystankowa,,,,,,,,,,,
591,Psary - Szkoła,51.186667157671906,17.03178734475163,,,,,,,,,
592,Psary - Wolności,,,,,,,,,,,
593,Psie Pole,51.14572665756581,17.11128446376349,,,,,,,,,
594,Psie Pole (Gorlicka),,,,,,,,,,,
595,Psie Pole (Rondo Lotników Polskich),,,,,,,,,,,
596,Pustecka,,,,,,,,,,,
597,Pułaskiego,51.09824755336539,17.04298549994107,,,,,,,,,
598,Pułtuska,,,,,,,,,,,
599,Północna,,,,,,,,,,,
600,Płaska,,,,,,,,,,,
601,Pl. Bema,51.117112564381934,17.042098986701703,,,,,,,,,
602,Pl. Daniłowskiego,,,,,,,,,,,
603,Pl. Legionów,51.10457562944826,17.022080430396326,,,,,,,,,
604,Pl. Nowy Targ,51.11039457139414,17.03906804744376,,,,,,,,,
605,Pl. Orląt Lwowskich,51.10789956232348,17.02155001993996,,,,,,,,,
606,Pl. Srebrny,,,,,,,,,,,
607,Pl. Strzegomski (Muzeum Współczesne),,,,,,,,,,,
608,Pl. Strzelecki,,,,,,,,,,,
609,Pl. Wróblewskiego,51.10549831294692,17.047623033676672,,,,,,,,,
610,Pl. Zgody (Muzeum Etnograficzne),,,,,,,,,,,
611,Racławicka,51.07738133758759,16.98423984686341,,,,,,,,,
612,Ratyń,,,,,,,,,,,
613,Rod Bajki,,,,,,,,,,,
614,Rod Bielany,,,,,,,,,,,
615,Rod Mieczyk,,,,,,,,,,,
616,Rod Oświata,,,,,,,,,,,
617,Rod Pod Dębem,,,,,,,,,,,
618,Rod Storczyk,,,,,,,,,,,
619,Rod Zgoda,,,,,,,,,,,
620,Rod Źródło Zdrowia,,,,,,,,,,,
621,Rubczaka (Stacja Kolejowa),,,,,,,,,,,
622,Racławicka (Szkoła),,,,,,,,,,,
623,Radakowice - Świetlica,,,,,,,,,,,
624,Radio I Telewizja,,,,,,,,,,,
625,Rakowiecka,,,,,,,,,,,
626,Raków - Osiedle,,,,,,,,,,,
627,Raków - Skrzy.,,,,,,,,,,,
628,Raków I,,,,,,,,,,,
629,Raków II,,,,,,,,,,,
630,Raków III,,,,,,,,,,,
631,Raków IV,,,,,,,,,,,
632,Ramiszów,,,,,,,,,,,
633,Ramiszów Stacja,,,,,,,,,,,
634,Ratyń - Skrzyżowanie,,,,,,,,,,,
635,Rdestowa,,,,,,,,,,,
636,Redycka,,,,,,,,,,,
637,Reja,,,,,,,,,,,
638,Renoma,,,,,,,,,,,
639,Rogowska (Ośrodek Sportu),,,,,,,,,,,
640,Rogowska (P+R),51.11041205501294,16.955834134966512,,,,,,,,,
641,Rogowska (Ogrody Działkowe),,,,,,,,,,,
642,Rondo,51.09090331353238,17.017282576852956,,,,,,,,,
643,Rondo Obrońców Grodna,,,,,,,,,,,
644,Rubczaka,,,,,,,,,,,
645,Rymarska,,,,,,,,,,,
646,Rynek,,,,,,,,,,,
647,Rzemieślnicza,,,,,,,,,,,
648,Rzeplin - Pętla,,,,,,,,,,,
649,Różanka,,,,,,,,,,,
650,Rędzin,51.166152046195464,16.966729315557007,,,,,,,,,
651,Rędzińska,51.157394336626375,16.948874939787437,,,,,,,,,
652,Rędzińska (Cmentarz),,,,,,,,,,,
653,Rękodzielnicza,,,,,,,,,,,
654,Rondo Św. Ojca Pio,,,,,,,,,,,
655,Sołtysowice,51.15517403939835,17.06443321898258,,,,,,,,,
656,Spiska (Ośrodek Sportu),,,,,,,,,,,
657,Stabłowicka (Ośrodek Zdrowia),,,,,,,,,,,
658,Szymanów-Pętla,51.19699717554701,17.008996720109298,,,,,,,,,
659,Samotworska,,,,,,,,,,,
660,Samotwór - Dębowa,,,,,,,,,,,
661,Samotwór - Leśna,,,,,,,,,,,
662,Sanocka,,,,,,,,,,,
663,Semaforowa,,,,,,,,,,,
664,Serbska (C.K. Agora),,,,,,,,,,,
665,Serowarska,,,,,,,,,,,
666,Siedlec - Skrzy. Osiedlowa,,,,,,,,,,,
667,Siedlec - Stacja,,,,,,,,,,,
668,Skarbowców,,,,,,,,,,,
669,Skarżyńskiego,,,,,,,,,,,
670,Skała - Wieś,,,,,,,,,,,
671,Skałka,,,,,,,,,,,
672,Skałka - Skrzy. Małkowice,,,,,,,,,,,
673,Skierniewicka,,,,,,,,,,,
674,Smocza,,,,,,,,,,,
675,Smolec - Chłopska/Cisowa,,,,,,,,,,,
676,Smolec - Chłopska/Główna,,,,,,,,,,,
677,Smolec - Chłopska/Wrzosowa,,,,,,,,,,,
678,Smolec - Chłopska/Śliwkowa,,,,,,,,,,,
679,Smolec - Dębowa (Sklep),51.07693323559705,16.881546349691803,,,,,,,,,
680,Smolec - Główna (Na Wys. Nr 83),,,,,,,,,,,
681,Smolec - Lipowa/Pętla,,,,,,,,,,,
682,Smolec - Wiśniowa,,,,,,,,,,,
683,Smolec - Wrocławska,,,,,,,,,,,
684,Smolecka,,,,,,,,,,,
685,Solskiego,,,,,,,,,,,
686,Sosnowiecka,,,,,,,,,,,
687,Sowia,,,,,,,,,,,
688,Sołtysowicka,,,,,,,,,,,
689,Spółdzielcza,,,,,,,,,,,
690,Stabłowice,,,,,,,,,,,
691,Stabłowicka,,,,,,,,,,,
692,Stadion Olimpijski,51.11692678010053,17.089962823203383,,,,,,,,,
693,Stalowa,,,,,,,,,,,
694,Stanisławowska (W.k. Formaty),,,,,,,,,,,
695,Stanki,,,,,,,,,,,
696,Starodworska,,,,,,,,,,,
697,Starodębowa,,,,,,,,,,,
698,Starościńska,,,,,,,,,,,
699,Stoszowska,,,,,,,,,,,
700,Strachowice General Aviation,,,,,,,,,,,
701,Strachowicka,51.12360835581646,16.917952216663636,,,,,,,,,
702,Strachowskiego,,,,,,,,,,,
703,Strumykowa,,,,,,,,,,,
704,Strzegomska (Muzeum Współczesne),,,,,,,,,,,
705,Strzegomska (Krzyżówka),,,,,,,,,,,
706,Strzegomska 148,,,,,,,,,,,
707,Stępin,51.20863776551389,17.28077988500212,,,,,,,,,
708,Stępin - Kościół,,,,,,,,,,,
709,Sucha,,,,,,,,,,,
710,Suchy Dwór - Skrzy. (Wrocławska/Główna),,,,,,,,,,,
711,Suchy Dwór - Skrzy. Mędłów,,,,,,,,,,,
712,Sudecka,,,,,,,,,,,
713,Suwalska,,,,,,,,,,,
714,Swojczyce,,,,,,,,,,,
715,Syrokomli,,,,,,,,,,,
716,Szczecińska,,,,,,,,,,,
717,Szczepin,,,,,,,,,,,
718,Szczodre - Szkoła,,,,,,,,,,,
719,Szczodre - Trzebnicka,,,,,,,,,,,
720,Szczodre - Trzebnicka (Na Wys. Nr 3A),,,,,,,,,,,
721,Szczodre - Pętla,51.19450054579013,17.182808878209627,,,,,,,,,
722,Szczodre - Stawy,,,,,,,,,,,
723,Szewczenki,,,,,,,,,,,
724,Szkocka,,,,,,,,,,,
725,Szkolna,,,,,,,,,,,
726,Sztabowa,,,,,,,,,,,
727,Szukalice,,,,,,,,,,,
728,Szybowcowa,,,,,,,,,,,
729,Szymanów,,,,,,,,,,,
730,Szymanów - Letnia,51.19515974461297,17.014789786824,,,,,,,,,
731,Szymanów - Widawska,,,,,,,,,,,
732,Szymanów - Skrzyż.,,,,,,,,,,,
733,Sąsiedzka,,,,,,,,,,,
734,Sępolno,51.11391087105509,17.10384448137332,,,,,,,,,
735,Słoneczna,,,,,,,,,,,
736,Słonimskiego,,,,,,,,,,,
737,Słowiańska,,,,,,,,,,,
738,Skwer Krasińskiego,,,,,,,,,,,
739,Tarczyński Arena (Królewiecka),,,,,,,,,,,
740,Tarnogaj,51.07818893886245,17.06431201270795,,,,,,,,,
741,Trestno (Pętla),,,,,,,,,,,
742,Tyniecka (Pętla),,,,,,,,,,,
743,Tarczyński Arena (Lotnicza),51.137258452112206,16.940790845709763,,,,,,,,,
744,Tarnogajska,,,,,,,,,,,
745,Tczewska,,,,,,,,,,,
746,Tokary - Centrum,,,,,,,,,,,
747,Tokary - Osiedle,,,,,,,,,,,
748,Topolowa,,,,,,,,,,,
749,Tramwajowa,,,,,,,,,,,
750,Trawowa,,,,,,,,,,,
751,Trestno - Kościół,,,,,,,,,,,
752,Trestno - Świetlica,,,,,,,,,,,
753,Trzebnicka,,,,,,,,,,,
754,Trzmielowicka,,,,,,,,,,,
755,Tunelowa,,,,,,,,,,,
756,Turoszowska,,,,,,,,,,,
757,Tymiankowa,,,,,,,,,,,
758,Tyrmanda,,,,,,,,,,,
759,Tęczowa,,,,,,,,,,,
760,Uniwersytet Dolnośląski Dsw,,,,,,,,,,,
761,Uniwersytet Ekonomiczny,51.089583237501394,17.02858971284679,,,,,,,,,
762,Uniwersytet Wrocławski,,,,,,,,,,,
763,Urząd Wojewódzki (Impart),,,,,,,,,,,
764,Urząd Wojewódzki (Muzeum Narodowe),,,,,,,,,,,
765,Vivaldiego,,,,,,,,,,,
766,Wałbrzyska,,,,,,,,,,,
767,Wojnów (Pętla),51.09590525651294,17.16597507817714,,,,,,,,,
768,Wallenroda,,,,,,,,,,,
769,Waniliowa,,,,,,,,,,,
770,Wapienna,,,,,,,,,,,
771,Warmińska,,,,,,,,,,,
772,Wawrzyniaka,,,,,,,,,,,
773,Weigla (Szpital),,,,,,,,,,,
774,Wejherowska (Hala Orbita),,,,,,,,,,,
775,Wełniana,,,,,,,,,,,
776,Wiaduktowa,,,,,,,,,,,
777,Widawa,,,,,,,,,,,
778,Widna,,,,,,,,,,,
779,Wiejska,,,,,,,,,,,
780,Wielka,51.09393060478208,17.02085699282174,,,,,,,,,
781,Wielkopolska,,,,,,,,,,,
782,Wilczyce,,,,,,,,,,,
783,Wilczyce - Borowa,,,,,,,,,,,
784,Wilczyce - Dworska,,,,,,,,,,,
785,Wilczyce - Dębowa,,,,,,,,,,,
786,Wilczyce - Sosnowa,,,,,,,,,,,
787,Wilczyce - Wilczycka (Clarena),,,,,,,,,,,
788,Wilczyce - Wilczycka (Stary Młyn),,,,,,,,,,,
789,Wilczyce - Wrocławska (Na Wys. Nr 1F),,,,,,,,,,,
790,Wilczyce - Szkoła,,,,,,,,,,,
791,Wilkszyn (Pętla),51.19180144999823,16.862616599479313,,,,,,,,,
792,Wilkszyn - Miłoszyn,,,,,,,,,,,
793,Wilkszyn - Polna,,,,,,,,,,,
794,Wilkszyńska,,,,,,,,,,,
795,Wita Stwosza,,,,,,,,,,,
796,Witelona,,,,,,,,,,,
797,Witkowska,,,,,,,,,,,
798,Wiślańska,,,,,,,,,,,
799,Wiśniowa,,,,,,,,,,,
800,Wojanowska,,,,,,,,,,,
801,Wojnów,,,,,,,,,,,
802,Wojszyce,,,,,,,,,,,
803,Wojszycka,,,,,,,,,,,
804,Wolska,,,,,,,,,,,
805,Wołowska,,,,,,,,,,,
806,Wrocław Mikołajów (Zachodnia),,,,,,,,,,,
807,Wrocław Nowy Dwór (P+R),51.1199170288358,16.9524744209089,,,,,,,,,
808,Wrocław Popowice (17.Południk),,,,,,,,,,,
809,Wrocław Szczepin,,,,,,,,,,,
810,Wrocławski Park Przemysłowy,,,,,,,,,,,
811,Wrocławski Park Technologiczny,51.10556282783089,16.970760412109904,,,,,,,,,
812,Wróblowice,,,,,,,,,,,
813,Wróblowice Innowacyjna,,,,,,,,,,,
814,Wschowska,,,,,,,,,,,
815,Wysoka,,,,,,,,,,,
816,Wysoka - Chabrowa,,,,,,,,,,,
817,Wysoka - Lipowa,,,,,,,,,,,
818,Wysoka - Lipowa/Jeżynowa,,,,,,,,,,,
819,Wysoka - Lipowa/Parkowa,,,,,,,,,,,
820,Wysoka - Radosna,,,,,,,,,,,
821,Wysoka - Osiedle,,,,,,,,,,,
822,Wyszyńskiego,,,,,,,,,,,
823,Wyścigowa,,,,,,,,,,,
824,Wzgórze Partyzantów,,,,,,,,,,,
825,Węgrów (Na Wys. Nr 27),,,,,,,,,,,
826,Węgrów (Na Wys. Nr 7),,,,,,,,,,,
827,Zakrzów,51.16200367420869,17.12470310513678,,,,,,,,,
828,Zoo,,,,,,,,,,,
829,Zwycięska,51.05929245261485,17.011292403922248,,,,,,,,,
830,Zabrodzie - Pętla,51.05685864069994,16.945730473573253,,,,,,,,,
831,Zabór Mały,,,,,,,,,,,
832,Zabór Wielki,,,,,,,,,,,
833,Zacisze,,,,,,,,,,,
834,Zagony,,,,,,,,,,,
835,Zagrodnicza,,,,,,,,,,,
836,Zagłoby,,,,,,,,,,,
837,Zagłębiowska,,,,,,,,,,,
838,Zajazdowa,,,,,,,,,,,
839,Zajączkowska,,,,,,,,,,,
840,Zakrzowska,,,,,,,,,,,
841,Zakładowa,,,,,,,,,,,
842,Zalewowa,,,,,,,,,,,
843,Zamkowa,,,,,,,,,,,
844,Zaolziańska,,,,,,,,,,,
845,Zaporoska,51.097177958558255,17.014573861349355,,,,,,,,,
846,Zaprężyn,,,,,,,,,,,
847,Zarembowicza,,,,,,,,,,,
848,Zbożowa,,,,,,,,,,,
849,Zemska,51.1157852614334,16.947166859648547,,,,,,,,,
850,Zgorzelisko,,,,,,,,,,,
851,Zielińskiego,,,,,,,,,,,
852,Zielna,,,,,,,,,,,
853,Ziemniaczana,,,,,,,,,,,
854,Zimowa,,,,,,,,,,,
855,Złotnicka,,,,,,,,,,,
856,Złotniki,51.13922760496478,16.892494937095062,,,,,,,,,
857,Złotostocka,,,,,,,,,,,
858,Ćwiczebna,,,,,,,,,,,
859,Łosice,,,,,,,,,,,
860,Łosice - Plac Zabaw,,,,,,,,,,,
861,Łososiowicka,,,,,,,,,,,
862,Łowęcice - Staw,,,,,,,,,,,
863,Łozina - Cmentarz,,,,,,,,,,,
864,Łozina - Kościół,,,,,,,,,,,
865,Łozina - Milicka/Poczta,,,,,,,,,,,
866,Łozina - Milicka/Szkoła,,,,,,,,,,,
867,Łozina - Nowego Osiedla I,,,,,,,,,,,
868,Łozina - Nowego Osiedla II,,,,,,,,,,,
869,Łozina - Wrocławska (Na Wys. Nr 18),,,,,,,,,,,
870,Łozina - Skrzy.,,,,,,,,,,,
871,Ługowa,,,,,,,,,,,
872,Łużycka,,,,,,,,,,,
873,Ślazowa,,,,,,,,,,,
874,Świdnicka (Dom Europy),,,,,,,,,,,
875,Świniary,51.19665224018954,16.97515183506888,,,,,,,,,
876,Śliczna,,,,,,,,,,,
877,Śliwice,,,,,,,,,,,
878,Śliwowa,,,,,,,,,,,
879,Ślusarska,,,,,,,,,,,
880,Ślęza - Dębowa,,,,,,,,,,,
881,Ślęza - Szyszkowa,,,,,,,,,,,
882,Ślęza - Autostrada,,,,,,,,,,,
883,Ślęza - Skrzyżowanie,,,,,,,,,,,
884,Śniadeckich,,,,,,,,,,,
885,Śnieżna,,,,,,,,,,,
886,Średzka,,,,,,,,,,,
887,Śrubowa,,,,,,,,,,,
888,Świdnicka,,,,,,,,,,,
889,Świeradowska,,,,,,,,,,,
890,Świstackiego,,,,,,,,,,,
891,Świt,,,,,,,,,,,
892,Świętokrzyska,,,,,,,,,,,
893,Źródła,,,,,,,,,,,
894,Żar,,,,,,,,,,,
895,Żelazna,,,,,,,,,,,
896,Żernicka,,,,,,,,,,,
897,Żerniki,,,,,,,,,,,
898,Żmigrodzka (Obwodnica),51.154205181053875,17.02841774328803,,,,,,,,,
899,Żmudzka,,,,,,,,,,,
900,Żurawiniec,,,,,,,,,,,
901,Żórawina - Niepodległości (Mostek),,,,,,,,,,,
902,Żórawina - Orange,,,,,,,,,,,
903,Żórawina - Wrocławska,,,,,,,,,,,
904,Żórawina - Osiedle,,,,,,,,,,,
905,Żórawina - Skrzy.,,,,,,,,,,,
906,Żórawina - Skrzy. Niepodległości,,,,,,,,,,,
907,8 Maja,51.11336855469333,17.090652628379562,,,,,,,,,
908,Biskupin,51.101156726871544,17.10878184625894,,,,,,,,,
909,Szewce - Topolowa/Kwiatowa,,,,,,,,,,,
910,Szewce - Wrocławska/Długa,,,,,,,,,,,
911,Szewce - Szkoła,,,,,,,,,,,
912,Szewce - Kościół,,,,,,,,,,,
913,Rzeplin - Al. Lipowa,,,,,,,,,,,
